Thu Nov 01 18:07:46 +0000 2018	@neil_panton We're sorry to hear that, Neil. We hope the airport staff are keeping you updated. Please accept our a… https://t.co/5PyrAh2KM8
Thu Nov 01 18:07:38 +0000 2018	@British_Airways That is the page that I said is ambiguous - do you have to pay extra to take a 23kg ski bag rather… https://t.co/RfXt5GTCPV
Thu Nov 01 18:07:31 +0000 2018	@British_Airways Hi do you have any plans to replace your aging 747 fleet thanks
Thu Nov 01 18:07:28 +0000 2018	@PeopleIKnow You're quite welcome, Timothy. Have a great flight. ^Julie
Thu Nov 01 18:06:51 +0000 2018	BA95 everything going wrong tonight.Technical faults and emergency video breaks Very very late arrival now @British_Airways
Thu Nov 01 18:06:45 +0000 2018	@SeanMcGovernX Hi, Sean. We're sorry for the late response. You'll need to speak to our Sales team about this. Unfo… https://t.co/dbisISw8aO
Thu Nov 01 18:05:24 +0000 2018	@jamie4205 references, your full name, email address and telephone number. We may need to ask a few more questions… https://t.co/xY7iW4mziu
Thu Nov 01 18:05:12 +0000 2018	@jamie4205 Hi Jamie. You can apply for missing Avios here: https://t.co/4amC063pQx. Alternatively, we can pass your… https://t.co/2kSWiZgAk6
Thu Nov 01 18:04:49 +0000 2018	RT @Irving_Bellabbi: @British_Airways he did and was told it was told it was tough luck. Unacceptable. You need to contact him and put righ…
Thu Nov 01 18:04:34 +0000 2018	@yaybkn Hi there, Please DM us with as much information as possible, including any references, your full name, emai… https://t.co/kdChXqgIl2
Thu Nov 01 18:04:29 +0000 2018	@British_Airways https://t.co/euqFcKNA2d oh Dear 🤦🏼‍♂️
Thu Nov 01 18:04:26 +0000 2018	Day 299/365Make full use of Club Class. I have only ever flown Club a few times. It is a wonderful and exciting ex… https://t.co/RwFgk7m9zO
Thu Nov 01 18:02:43 +0000 2018	@British_Airways Hang on. Even though we could book in the end  and received a booking confirmation we got an error… https://t.co/eNh2GuGizG
Thu Nov 01 18:02:36 +0000 2018	@yeeleset It's not information we'd be able to give, Mark. Please be assured safety is always a top priority. ^Ste
Thu Nov 01 18:01:44 +0000 2018	G-STBI British Airways British Legion B777-300 London Heathrow Airport #flickr https://t.co/sqiFVaFsrm
Thu Nov 01 18:01:28 +0000 2018	RT @helphomeless_cp: LOVE JUST KEEPS ON GIVING..❤️A detour home via London and Slough Charity for a catch up with Malcolm @londonsloughru…
Thu Nov 01 18:01:24 +0000 2018	G-CIVL British Airways OneWorld Alliance B747-400 London Heathrow Airport #flickr https://t.co/tzFMwKvioH
Thu Nov 01 18:00:44 +0000 2018	@RetroBob You're very welcome. We hope you're feeling much better. You can thank them directly here: https://t.co/EYPKFAPetP. ^Linda
Thu Nov 01 18:00:37 +0000 2018	G-CIVY British Airways B747-400 London Heathrow Airport #flickr https://t.co/8XeLHePhvz
Thu Nov 01 17:59:34 +0000 2018	@RyanScafuro We're sorry to hear you're not happy with this, Ryan. How can we help? ^Ste
Thu Nov 01 17:58:26 +0000 2018	30% Transfer Bonus for RBC Rewards (Avion only) to British Airways Executive Club is back until December 31… https://t.co/BxdmnwnU36
Thu Nov 01 17:58:11 +0000 2018	Great flying and service from the crew of today’s BA490 sector to GIB today. Really like the new Club Europe servic… https://t.co/ekaRKqRWuJ
Thu Nov 01 17:57:49 +0000 2018	@St2McM Hi Stuart, Please DM us with as much information as possible, including any references, your full name, ema… https://t.co/MTPC984zBf
Thu Nov 01 17:56:48 +0000 2018	RT @PaladinFelix: @NTSB @NTSB_Newsroom @IATA @WorldPilots @AspadeMexico @AmericanAir @Delta @united @airfrance @British_Airways @lufthansa…
Thu Nov 01 17:56:39 +0000 2018	RT @PaladinFelix: @NTSB @NTSB_Newsroom @IATA @WorldPilots @AspadeMexico @AmericanAir @Delta @united @airfrance @British_Airways @lufthansa…
Thu Nov 01 17:56:34 +0000 2018	@dcgillespie their attention. If there's anything else we can help with, please don't hesitate to come back to us.^Jo 2/2
Thu Nov 01 17:55:57 +0000 2018	@dcgillespie Hi Douglas, we're truly sorry to hear your flight to Edinburgh was delayed again. We've passed on your… https://t.co/NoaBlkEAjl
Thu Nov 01 17:54:49 +0000 2018	RT @PTIofficial: Nawaz Sharif travels in Club Class while British PM travels in Economy Class of British Airways. West is more democratic.…
Thu Nov 01 17:54:31 +0000 2018	RT @Biblibio: Two weeks to my birthday!!! I can't believe I'm going to be stuck on a flight (London to Sydney) for literally my ENTIRE birt…
Thu Nov 01 17:54:23 +0000 2018	RT @BTPSussex: Proud to support @PoppyLegion at #GatwickPoppyDay at @Gatwick_Airport today. Great to see so many of our partners also wea…
Thu Nov 01 17:54:09 +0000 2018	Hi @British_Airways Can you please check the arrival time of BA668 LHR-RAK on 03NOV? Morocco changed from WET to CE… https://t.co/GSzndm4Ttn
Thu Nov 01 17:53:28 +0000 2018	I liked a @YouTube video https://t.co/um9w6ejN0B A Very British Airline - British Airways Behind the Scenes - Episode 1 BBC
Thu Nov 01 17:53:24 +0000 2018	@johnmyersteam We're here 24/7 if you have any issue, just drop us a message when you land, John. I do hope you enj… https://t.co/SDSdl7M6Dt
Thu Nov 01 17:52:20 +0000 2018	RT @NQWASINDC: Received a text from @British_Airways Flight BA0156 on 02-Nov/KWI - is delayed by 2hrs. I’m glad I was informed early enough…
Thu Nov 01 17:51:51 +0000 2018	RT @TheNotoriousOAP: Hi @British_Airways if a silver EC member books an economy basic fare, will they still get priority boarding and free…
Thu Nov 01 17:51:14 +0000 2018	@Biblibio We're sure the cabin crew, on board, will look after you on your special day, Meytal! ^Linda
Thu Nov 01 17:51:06 +0000 2018	RT @NQWASINDC: Received a text from @British_Airways Flight BA0156 on 02-Nov/KWI - is delayed by 2hrs. I’m glad I was informed early enough…
Thu Nov 01 17:50:40 +0000 2018	RT @BTPSussex: Proud to support @PoppyLegion at #GatwickPoppyDay at @Gatwick_Airport today. Great to see so many of our partners also wea…
Thu Nov 01 17:50:27 +0000 2018	Proud to support @PoppyLegion at #GatwickPoppyDay at @Gatwick_Airport today. Great to see so many of our partners… https://t.co/eWZZh7FT84
Thu Nov 01 17:49:42 +0000 2018	@BenGoodall1978 Hi Ben. Please DM us with as much information as possible, including any relevant references, your… https://t.co/6PekgTAELa
Thu Nov 01 17:49:29 +0000 2018	Lovely gesture by @british_airways on today’s flight to Rome. Thanks to the cabin crew - our first time flyers visi… https://t.co/GOAXIdwYIV
Thu Nov 01 17:48:08 +0000 2018	Received a text from @British_Airways Flight BA0156 on 02-Nov/KWI - is delayed by 2hrs. I’m glad I was informed ear… https://t.co/eTbB18eMBp
Thu Nov 01 17:48:06 +0000 2018	@sound_coop We're sorry for the late reply and for delaying your bag. The airport should have issued you with a Bag… https://t.co/qFSeBIQgRd
Thu Nov 01 17:48:04 +0000 2018	@British_Airways Hi just got home. No, he was very sarcastic when my husband asked him. Said we could have his addr… https://t.co/J3JgM46eJ7
Thu Nov 01 17:47:42 +0000 2018	RT @ElMercurio_cl: DLC aprueba con mitigaciones acuerdos de Latam con American y British Airways-Iberia.https://t.co/Id8UF6LXJy https://t.…
Thu Nov 01 17:47:39 +0000 2018	@MT111tmd123 Hi Jett, we look forward to welcoming you on board. Cologne is a gorgeous city enjoy. ^ Barbara
Thu Nov 01 17:46:37 +0000 2018	RT @busrep: WATCH: British Airways  launches direct flights between Durban and London https://t.co/zaTWrEKymS  @British_Airways @kingshaka…
Thu Nov 01 17:45:24 +0000 2018	Check out Plastic Aircraft Model Kit Boeing 747 - 400 British Airways Revell 04204 #Revell https://t.co/VXPjsvnz3b via @eBay
Thu Nov 01 17:45:17 +0000 2018	Could you be affected by British Airways #databreach? https://t.co/wnJOSZgYhV
Thu Nov 01 17:45:04 +0000 2018	@TomQuante We're sorry for the late response, Tom. Have you been back in touch with our Customer Relations team? Th… https://t.co/AvR9tbmHxV
Thu Nov 01 17:45:00 +0000 2018	RT @BizBash: Watch: How British Airways Staged a Freddie Mercury Flash Mob https://t.co/nNN6TNa5vp #BizBash #eventprofs #eventplanning #Lon…
Thu Nov 01 17:44:31 +0000 2018	@ReDotFineArt a few more questions to clear Data Protection. 2/2 ^Linda https://t.co/L1epyfzysM
Thu Nov 01 17:44:17 +0000 2018	@ReDotFineArt We're concerned to hear that. Please DM us with as much information as possible, including any releva… https://t.co/Y4YsL86TXk
Thu Nov 01 17:42:47 +0000 2018	[Job] Quality Assurance and Compliance Engineer | Company: British Airways | Location: London ENG  United Kingdom |… https://t.co/Be1nDpGJlC
Thu Nov 01 17:42:41 +0000 2018	@British_Airways Replied! Thx
Thu Nov 01 17:41:42 +0000 2018	@karalouise_ox Congratulations, Kara. You both look fabulous! ^Lisa
Thu Nov 01 17:39:46 +0000 2018	RT @dcgillespie: @British_Airways yet another problem with an Edinburgh flight from Heathrow. Over an hour’s delay. Alex Cruz clearly conti…
Thu Nov 01 17:39:37 +0000 2018	@tomparskate We don't have a contact number, Tom. Here's a link though: https://t.co/w3MEvydsLf. Many thanks. ^Lisa
Thu Nov 01 17:39:10 +0000 2018	@British_Airways Isn't it a bit much to charge your customers 7p per minute to listen to 40+ minutes (&amp; counting)… https://t.co/DL9pCawYJm
Thu Nov 01 17:38:19 +0000 2018	RT @PTIofficial: Nawaz Sharif travels in Club Class while British PM travels in Economy Class of British Airways. West is more democratic.…
Thu Nov 01 17:37:33 +0000 2018	RT @sthelenafocus: On eve of @WTM_London, St Helena has the positive news that @British_Airways has added 4 weekly flights to Johannesburg.…
Thu Nov 01 17:37:33 +0000 2018	Check out Plastic Aircraft Model Kit Boeing 747 - 400 British Airways Revell 04204 #Revell https://t.co/eigI4HSaFd via @eBay
Thu Nov 01 17:36:32 +0000 2018	@Stubby1303 Hi Stuart, we appreciate you letting us know your great feedback. We'll certainly pass this on to our t… https://t.co/9MNMs9aDxI
Thu Nov 01 17:36:18 +0000 2018	@davidcgough Click here https://t.co/PtNCsM8P8x for their contact details. 2/2 ^Julie
Thu Nov 01 17:36:13 +0000 2018	@British_Airways can you kindly advise where the upgrade vouchers are on the Avios executive account ? Many thanks.
Thu Nov 01 17:36:08 +0000 2018	@davidcgough We're sorry for the late response, David. You'll need to speak to the Lost and Found office at the air… https://t.co/HJ2m9dsqO6
Thu Nov 01 17:35:54 +0000 2018	@British_Airways They’ve looked at it twice so pointless sending it back to them. They’re traIned in the broken rec… https://t.co/4HAIxl67iT
Thu Nov 01 17:35:43 +0000 2018	Hi @British_Airways if a silver EC member books an economy basic fare, will they still get priority boarding and free checked bags?
Thu Nov 01 17:35:42 +0000 2018	British Airways - Kingdom Choir On Board Performance https://t.co/asbKlsNzpc 💛💛via @YouTube
Thu Nov 01 17:35:12 +0000 2018	RT @AkuaBoats: There's actually no need to spend 2K with @British_Airways this December guys. Go and turn up for independence day! https://…
Thu Nov 01 17:33:59 +0000 2018	@British_Airways hi, I’m checked into WT+ on a flight which leaves in more than 24 hrs by virtue of it being a conn… https://t.co/qXWBWkkQ5C
Thu Nov 01 17:33:48 +0000 2018	@oonaghcacioppo If you booked your seat then things should be fine. What message do you get when you try to check in? ^Ste
Thu Nov 01 17:31:59 +0000 2018	@AdamPalmer91 This is the information we have, Adam. https://t.co/bq4iUmnnAy. ^Julie
Thu Nov 01 17:31:58 +0000 2018	@British_Airways Hello, can you give me the contact details for the organisers of Comedy Gig in the Sky for Flying Start
Thu Nov 01 17:31:48 +0000 2018	@LaraBurns Book as early as you can and keep an eye out for our offers. You can also resgister for alerts by email. ^Ste
Thu Nov 01 17:31:47 +0000 2018	@British_Airways Hi Lisa. April 20th 2019.
Thu Nov 01 17:31:17 +0000 2018	RT @busrep: WATCH: British Airways  launches direct flights between Durban and London https://t.co/zaTWrEKymS  @British_Airways @kingshaka…
Thu Nov 01 17:31:14 +0000 2018	@Emma_Harris22 Hi Emma. Your collection year will reset and you'll need to earn 300 Tier Points to maintain your Br… https://t.co/uHg2nNI3N9
Thu Nov 01 17:30:49 +0000 2018	@Ewan50579730 of them had found the items they'd be at the lost property office at the airport. We are willing to h… https://t.co/0vD0usikJn
Thu Nov 01 17:30:38 +0000 2018	@British_Airways yet another problem with an Edinburgh flight from Heathrow. Over an hour’s delay. Alex Cruz clearl… https://t.co/3ypPfyuygg
Thu Nov 01 17:30:27 +0000 2018	"""We only see this grow"" says security expert about #ecommerce #hacking attacks: https://t.co/65k87LVMQv.… https://t.co/uZAHqL9UaA"
Thu Nov 01 17:30:25 +0000 2018	@decspoon Hi Declan, sorry for the confusion. I've passed your feedback to airport team for their attention. Sorry… https://t.co/JANm5OYRbT
Thu Nov 01 17:30:03 +0000 2018	@johnmyersteam @British_Airways Good luck!  Just came back from Toronto and mine didn’t work either!
